string1,string2,match
Harvard University,Harvard University,1
PayPal,Samsung Electronics,0
Lockheed Martin,Massachusetts Institute of Technology,0
Tesla Motors,Uber Technologies,0
Tesla Energy,Tesla Energy,1
Twitter,Massachusetts Institute of Technology,0
Wall Street,Wall Street,1
YouTube Videos,AMD Inc,0
Space Exploration Technologies,Space Exploration Technologies,1
Snapchat,SpaceX,0
Cisco Systems,Cisco Systems,1
NASA,Wall Street,0
Adobe Systems,Goldman Sachs,0
Siemens,Siemens,1
Johnson & Johnson,McKinsey & Company,0
General Electric,General Electric,1
Goldman Sachs,Goldman Sachs,1
New York City,New York City,1
Siemens,Siemens,1
SpaceX,Oracle Corporation,0
Goldman Sachs,McKinsey & Company,0
Moderna Inc,Moderna Inc,1
Morgan Stanley,Morgan Stanley,1
Twitter,Twitter,1
Samsung Electronics,Moderna Inc,0
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1
Pfizer Pharmaceuticals,Morgan Stanley,0
Moderna Inc,General Electric,0
Microsoft Corporation,Microsoft Corporation,1
Citibank,Blue Origin,0
Pfizer Pharmaceuticals,Wall Street,0
Lockheed Martin,Lockheed Martin,1
John Smith,Harvard University,0
John Smith,John Smith,1
Airbnb,Harvard University,0
Boston Consulting Group,Uber Technologies,0
Oracle Corporation,Oracle Corporation,1
Harvard University,Lockheed Martin,0
Goldman Sachs,Oracle Corporation,0
Snapchat,Morgan Stanley,0
Snapchat,California Institute of Technology,0
Samsung Electronics,Samsung Electronics,1
Space Exploration Technologies,Lockheed Martin,0
NASA,Samsung Electronics,0
Johnson & Johnson,Johnson & Johnson,1
JP Morgan Chase,JP Morgan Chase,1
Uber Technologies,Uber Technologies,1
Massachusetts Institute of Technology,McKinsey & Company,0
Tesla Energy,Space Exploration Technologies,0
Google LLC,Google LLC,1
Morgan Stanley,Morgan Stanley,1
Google LLC,Google LLC,1
Intel Corporation,Intel Corporation,1
Oracle Corporation,Pfizer Pharmaceuticals,0
AMD Inc,Goldman Sachs,0
Facebook Meta,Apple Inc,0
Moderna Inc,Moderna Inc,1
Cisco Systems,Netflix Streaming,0
Wall Street,Wall Street,1
Boston Dynamics,Massachusetts Institute of Technology,0
YouTube Videos,Jane Doe,0
Microsoft Corporation,Spotify,0
PayPal,Boeing,0
International Business Machines,Boston Dynamics,0
Raytheon Technologies,Raytheon Technologies,1
Deloitte Consulting,Tesla Energy,0
Blue Origin,Blue Origin,1
Cisco Systems,Cisco Systems,1
Uber Technologies,Siemens,0
Siemens,Siemens,1
Massachusetts Institute of Technology,Morgan Stanley,0
Citibank,Samsung Electronics,0
Microsoft Corporation,Microsoft Corporation,1
Moderna Inc,NASA,0
Google LLC,Google LLC,1
Blue Origin,Facebook Meta,0
NASA,Netflix Streaming,0
Microsoft Corporation,AMD Inc,0
International Business Machines,International Business Machines,1
JP Morgan Chase,JP Morgan Chase,1
Siemens,Siemens,1
JP Morgan Chase,AMD Inc,0
International Business Machines,Snapchat,0
Lyft Inc,Snapchat,0
YouTube Videos,Amazon.com,0
Raytheon Technologies,Raytheon Technologies,1
Citibank,Citibank,1
Morgan Stanley,Morgan Stanley,1
Lockheed Martin,Deloitte Consulting,0
New York City,New York City,1
New York City,New York City,1
Blue Origin,Blue Origin,1
NASA,John Smith,0
AMD Inc,AMD Inc,1
Google LLC,Google LLC,1
Oracle Corporation,Oracle Corporation,1
PayPal,Twitter,0
McKinsey & Company,YouTube Videos,0
Amazon.com,Moderna Inc,0
Johnson & Johnson,Harvard University,0
JP Morgan Chase,Elon Musk,0
Morgan Stanley,Morgan Stanley,1
Boeing,Boeing,1
Oracle Corporation,Oracle Corporation,1
Snapchat,YouTube Videos,0
Apple Inc,Apple Inc,1
Citibank,Citibank,1
McKinsey & Company,McKinsey & Company,1
Goldman Sachs,Space Exploration Technologies,0
Space Exploration Technologies,Space Exploration Technologies,1
Google LLC,Google LLC,1
Netflix Streaming,Netflix Streaming,1
Berkshire Hathaway,Tesla Motors,0
John Smith,Lyft Inc,0
California Institute of Technology,Boeing,0
Boeing,JP Morgan Chase,0
Siemens,Siemens,1
Goldman Sachs,Goldman Sachs,1
SpaceX,AMD Inc,0
Tesla Energy,Boston Dynamics,0
Jane Doe,Jane Doe,1
International Business Machines,International Business Machines,1
YouTube Videos,General Electric,0
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1
Twitter,Twitter,1
Tesla Motors,Tesla Motors,1
Boston Consulting Group,Citibank,0
John Smith,John Smith,1
Siemens,Boeing,0
Google LLC,Google LLC,1
Twitter,Twitter,1
Harvard University,Boston Dynamics,0
Siemens,Siemens,1
Boston Consulting Group,Lockheed Martin,0
Lockheed Martin,Deloitte Consulting,0
Google LLC,Google LLC,1
Netflix Streaming,Elon Musk,0
McKinsey & Company,Oracle Corporation,0
Elon Musk,Elon Musk,1
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
Oracle Corporation,Oracle Corporation,1
AMD Inc,AMD Inc,1
McKinsey & Company,McKinsey & Company,1
McKinsey & Company,AMD Inc,0
Amazon.com,Spotify,0
NASA,NASA,1
International Business Machines,International Business Machines,1
Boeing,Boeing,1
California Institute of Technology,California Institute of Technology,1
John Smith,John Smith,1
Twitter,Twitter,1
Adobe Systems,Boston Consulting Group,0
McKinsey & Company,Raytheon Technologies,0
Wall Street,Wall Street,1
Cisco Systems,Massachusetts Institute of Technology,0
Adobe Systems,Adobe Systems,1
Twitter,Harvard University,0
Johnson & Johnson,Tesla Energy,0
Facebook Meta,Raytheon Technologies,0
Moderna Inc,Moderna Inc,1
Boston Dynamics,Netflix Streaming,0
Morgan Stanley,Morgan Stanley,1
Berkshire Hathaway,Berkshire Hathaway,1
Oracle Corporation,Oracle Corporation,1
Jane Doe,California Institute of Technology,0
Oracle Corporation,Oracle Corporation,1
PayPal,Elon Musk,0
Blue Origin,Blue Origin,1
Tesla Motors,Boston Dynamics,0
Netflix Streaming,Netflix Streaming,1
Johnson & Johnson,Johnson & Johnson,1
Spotify,Harvard University,0
Uber Technologies,Uber Technologies,1
PayPal,PayPal,1
Intel Corporation,General Electric,0
John Smith,Spotify,0
Uber Technologies,Uber Technologies,1
Adobe Systems,McKinsey & Company,0
Intel Corporation,Moderna Inc,0
Jane Doe,John Smith,0
Jane Doe,Boston Dynamics,0
Raytheon Technologies,NASA,0
Google LLC,Google LLC,1
Tesla Motors,Jane Doe,0
Berkshire Hathaway,Boeing,0
Citibank,Apple Inc,0
Intel Corporation,Intel Corporation,1
AMD Inc,Boston Dynamics,0
Boston Dynamics,Boeing,0
JP Morgan Chase,Uber Technologies,0
Microsoft Corporation,Boston Dynamics,0
Blue Origin,Blue Origin,1
Google LLC,Lyft Inc,0
Blue Origin,YouTube Videos,0
General Electric,General Electric,1
Morgan Stanley,Morgan Stanley,1
Jane Doe,California Institute of Technology,0
Tesla Energy,NASA,0
Netflix Streaming,Pfizer Pharmaceuticals,0
Snapchat,Snapchat,1
Wall Street,Lockheed Martin,0
Citibank,Citibank,1
Snapchat,AMD Inc,0
Google LLC,Harvard University,0
Space Exploration Technologies,Intel Corporation,0
Boeing,Oracle Corporation,0
YouTube Videos,Goldman Sachs,0
Goldman Sachs,Accenture,0
Amazon.com,International Business Machines,0
Netflix Streaming,Oracle Corporation,0
Google LLC,Berkshire Hathaway,0
Deloitte Consulting,Uber Technologies,0
Accenture,Raytheon Technologies,0
Snapchat,Snapchat,1
General Electric,Cisco Systems,0
Facebook Meta,Facebook Meta,1
Google LLC,Google LLC,1
Siemens,Siemens,1
Netflix Streaming,Netflix Streaming,1
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
YouTube Videos,Citibank,0
Siemens,Lockheed Martin,0
Deloitte Consulting,Wall Street,0
Netflix Streaming,Netflix Streaming,1
Elon Musk,Elon Musk,1
Citibank,Citibank,1
Twitter,Intel Corporation,0
Siemens,Citibank,0
SpaceX,Pfizer Pharmaceuticals,0
Siemens,Siemens,1
Tesla Energy,Tesla Energy,1
JP Morgan Chase,Cisco Systems,0
Moderna Inc,Deloitte Consulting,0
Wall Street,Wall Street,1
Berkshire Hathaway,Berkshire Hathaway,1
Twitter,Twitter,1
Oracle Corporation,New York City,0
Intel Corporation,Intel Corporation,1
Harvard University,Google LLC,0
Adobe Systems,Adobe Systems,1
Tesla Motors,Tesla Motors,1
International Business Machines,Goldman Sachs,0
Spotify,Spotify,1
California Institute of Technology,AMD Inc,0
NASA,NASA,1
Moderna Inc,Moderna Inc,1
McKinsey & Company,McKinsey & Company,1
Tesla Energy,Elon Musk,0
Airbnb,Uber Technologies,0
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1
NASA,NASA,1
Wall Street,Wall Street,1
Facebook Meta,Facebook Meta,1
Amazon.com,Netflix Streaming,0
NASA,NASA,1
McKinsey & Company,McKinsey & Company,1
John Smith,Oracle Corporation,0
Boston Consulting Group,Boston Consulting Group,1
Elon Musk,Adobe Systems,0
Deloitte Consulting,Deloitte Consulting,1
Boston Dynamics,Amazon.com,0
Apple Inc,Apple Inc,1
Netflix Streaming,Netflix Streaming,1
Raytheon Technologies,Raytheon Technologies,1
Harvard University,Harvard University,1
PayPal,PayPal,1
Siemens,Siemens,1
Raytheon Technologies,YouTube Videos,0
AMD Inc,Deloitte Consulting,0
John Smith,John Smith,1
Elon Musk,Lockheed Martin,0
New York City,New York City,1
Tesla Energy,Tesla Energy,1
Accenture,Cisco Systems,0
Goldman Sachs,Goldman Sachs,1
Cisco Systems,Wall Street,0
Raytheon Technologies,Spotify,0
Uber Technologies,Raytheon Technologies,0
Accenture,Accenture,1
Google LLC,Google LLC,1
Apple Inc,McKinsey & Company,0
Cisco Systems,Netflix Streaming,0
Goldman Sachs,Tesla Motors,0
AMD Inc,AMD Inc,1
Harvard University,Harvard University,1
Accenture,International Business Machines,0
Tesla Energy,Facebook Meta,0
Boston Consulting Group,Boston Consulting Group,1
New York City,Jane Doe,0
Netflix Streaming,Lockheed Martin,0
Berkshire Hathaway,Accenture,0
Snapchat,Spotify,0
General Electric,General Electric,1
Wall Street,Wall Street,1
Siemens,Siemens,1
Snapchat,Harvard University,0
Citibank,Intel Corporation,0
Elon Musk,Elon Musk,1
AMD Inc,Elon Musk,0
Facebook Meta,Facebook Meta,1
California Institute of Technology,Lyft Inc,0
Citibank,JP Morgan Chase,0
Harvard University,SpaceX,0
Lockheed Martin,AMD Inc,0
Netflix Streaming,Uber Technologies,0
Oracle Corporation,Goldman Sachs,0
Cisco Systems,Cisco Systems,1
Cisco Systems,Cisco Systems,1
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1
California Institute of Technology,Tesla Motors,0
Boston Consulting Group,Twitter,0
Boeing,Raytheon Technologies,0
Snapchat,Snapchat,1
Twitter,Boston Dynamics,0
Blue Origin,Blue Origin,1
Boeing,Boeing,1
SpaceX,SpaceX,1
Oracle Corporation,Berkshire Hathaway,0
Intel Corporation,Adobe Systems,0
Twitter,Pfizer Pharmaceuticals,0
AMD Inc,AMD Inc,1
Siemens,Siemens,1
New York City,Oracle Corporation,0
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1
Adobe Systems,Oracle Corporation,0
Raytheon Technologies,Raytheon Technologies,1
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
YouTube Videos,YouTube Videos,1
Spotify,Spotify,1
Boeing,California Institute of Technology,0
Boston Dynamics,Boeing,0
Deloitte Consulting,Accenture,0
McKinsey & Company,Boston Consulting Group,0
Uber Technologies,Uber Technologies,1
Amazon.com,Amazon.com,1
Massachusetts Institute of Technology,Twitter,0
Netflix Streaming,Cisco Systems,0
Spotify,Spotify,1
Blue Origin,Blue Origin,1
Intel Corporation,Google LLC,0
Citibank,Citibank,1
Lyft Inc,YouTube Videos,0
YouTube Videos,Lockheed Martin,0
Facebook Meta,Facebook Meta,1
Boeing,Harvard University,0
Airbnb,Airbnb,1
Deloitte Consulting,Deloitte Consulting,1
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1
California Institute of Technology,California Institute of Technology,1
California Institute of Technology,California Institute of Technology,1
Lyft Inc,Massachusetts Institute of Technology,0
AMD Inc,Jane Doe,0
Johnson & Johnson,Massachusetts Institute of Technology,0
Accenture,Accenture,1
Google LLC,Google LLC,1
Lyft Inc,Lyft Inc,1
Lockheed Martin,PayPal,0
Boston Consulting Group,Apple Inc,0
Tesla Energy,Space Exploration Technologies,0
Lockheed Martin,Adobe Systems,0
Spotify,Pfizer Pharmaceuticals,0
New York City,Netflix Streaming,0
Boston Consulting Group,Blue Origin,0
Elon Musk,Samsung Electronics,0
JP Morgan Chase,Johnson & Johnson,0
Deloitte Consulting,California Institute of Technology,0
SpaceX,SpaceX,1
Intel Corporation,Intel Corporation,1
Jane Doe,Jane Doe,1
Berkshire Hathaway,Berkshire Hathaway,1
Boeing,Boeing,1
Microsoft Corporation,Elon Musk,0
Raytheon Technologies,Raytheon Technologies,1
Tesla Motors,Blue Origin,0
Oracle Corporation,Accenture,0
PayPal,PayPal,1
Johnson & Johnson,Johnson & Johnson,1
Airbnb,Siemens,0
Samsung Electronics,Elon Musk,0
Samsung Electronics,SpaceX,0
AMD Inc,AMD Inc,1
Cisco Systems,Cisco Systems,1
PayPal,Boston Consulting Group,0
Boston Dynamics,Boston Dynamics,1
Cisco Systems,Cisco Systems,1
New York City,Cisco Systems,0
Boston Dynamics,Boston Dynamics,1
Deloitte Consulting,Deloitte Consulting,1
California Institute of Technology,Uber Technologies,0
Adobe Systems,Accenture,0
Boston Consulting Group,YouTube Videos,0
Elon Musk,Elon Musk,1
Goldman Sachs,Goldman Sachs,1
Cisco Systems,Space Exploration Technologies,0
NASA,NASA,1
Accenture,John Smith,0
Deloitte Consulting,Deloitte Consulting,1
Lyft Inc,Harvard University,0
Cisco Systems,Cisco Systems,1
Harvard University,Harvard University,1
Tesla Energy,Tesla Energy,1
Spotify,Spotify,1
Lyft Inc,Jane Doe,0
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1
Boston Consulting Group,Boston Consulting Group,1
Moderna Inc,California Institute of Technology,0
YouTube Videos,SpaceX,0
Microsoft Corporation,JP Morgan Chase,0
Harvard University,Intel Corporation,0
YouTube Videos,California Institute of Technology,0
Netflix Streaming,Netflix Streaming,1
Harvard University,Space Exploration Technologies,0
Boston Consulting Group,Boston Consulting Group,1
Harvard University,NASA,0
Johnson & Johnson,Johnson & Johnson,1
Intel Corporation,Intel Corporation,1
McKinsey & Company,Lockheed Martin,0
Adobe Systems,Jane Doe,0
Johnson & Johnson,Johnson & Johnson,1
Cisco Systems,Boston Consulting Group,0
Snapchat,Cisco Systems,0
Amazon.com,Lyft Inc,0
Jane Doe,Jane Doe,1
McKinsey & Company,YouTube Videos,0
Uber Technologies,Wall Street,0
Berkshire Hathaway,YouTube Videos,0
AMD Inc,AMD Inc,1
Johnson & Johnson,Johnson & Johnson,1
Raytheon Technologies,Berkshire Hathaway,0
AMD Inc,AMD Inc,1
Boeing,Boeing,1
Goldman Sachs,Apple Inc,0
International Business Machines,Accenture,0
McKinsey & Company,McKinsey & Company,1
NASA,New York City,0
Tesla Motors,Tesla Motors,1
California Institute of Technology,California Institute of Technology,1
Harvard University,International Business Machines,0
NASA,Elon Musk,0
Intel Corporation,Intel Corporation,1
McKinsey & Company,Jane Doe,0
Tesla Motors,Deloitte Consulting,0
Spotify,Apple Inc,0
Elon Musk,Elon Musk,1
General Electric,General Electric,1
Apple Inc,Apple Inc,1
Wall Street,Wall Street,1
Accenture,Accenture,1
Johnson & Johnson,Intel Corporation,0
Adobe Systems,Adobe Systems,1
McKinsey & Company,McKinsey & Company,1
Lyft Inc,Accenture,0
Snapchat,AMD Inc,0
Boeing,New York City,0
Google LLC,Tesla Energy,0
PayPal,PayPal,1
Facebook Meta,Facebook Meta,1
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1
JP Morgan Chase,JP Morgan Chase,1
YouTube Videos,YouTube Videos,1
Spotify,Blue Origin,0
Pfizer Pharmaceuticals,Intel Corporation,0
Wall Street,Snapchat,0
Google LLC,SpaceX,0
Johnson & Johnson,Johnson & Johnson,1
Space Exploration Technologies,Space Exploration Technologies,1
Boston Consulting Group,Boston Consulting Group,1
JP Morgan Chase,Google LLC,0
PayPal,PayPal,1
General Electric,General Electric,1
Google LLC,California Institute of Technology,0
JP Morgan Chase,JP Morgan Chase,1
Samsung Electronics,Deloitte Consulting,0
California Institute of Technology,California Institute of Technology,1
Wall Street,Adobe Systems,0
Apple Inc,Apple Inc,1
AMD Inc,Massachusetts Institute of Technology,0
Facebook Meta,Oracle Corporation,0
SpaceX,SpaceX,1
SpaceX,SpaceX,1
AMD Inc,Wall Street,0
Tesla Energy,Tesla Energy,1
General Electric,Wall Street,0
YouTube Videos,YouTube Videos,1
Tesla Energy,Goldman Sachs,0
Goldman Sachs,Goldman Sachs,1
NASA,PayPal,0
Netflix Streaming,New York City,0
NASA,Boeing,0
Samsung Electronics,Samsung Electronics,1
Moderna Inc,Airbnb,0
Lockheed Martin,Lockheed Martin,1
Samsung Electronics,Tesla Energy,0
McKinsey & Company,Uber Technologies,0
JP Morgan Chase,JP Morgan Chase,1
Lyft Inc,Lyft Inc,1
Space Exploration Technologies,Intel Corporation,0
NASA,NASA,1
Oracle Corporation,Oracle Corporation,1
Space Exploration Technologies,John Smith,0
McKinsey & Company,Lyft Inc,0
Lockheed Martin,Lockheed Martin,1
Apple Inc,YouTube Videos,0
Jane Doe,Jane Doe,1
Netflix Streaming,Netflix Streaming,1
Elon Musk,Elon Musk,1
Goldman Sachs,General Electric,0
John Smith,John Smith,1
Elon Musk,Amazon.com,0
McKinsey & Company,McKinsey & Company,1
General Electric,General Electric,1
Intel Corporation,Intel Corporation,1
Blue Origin,Blue Origin,1
General Electric,General Electric,1
Samsung Electronics,Blue Origin,0
Citibank,Intel Corporation,0
Facebook Meta,Samsung Electronics,0
Tesla Motors,Tesla Motors,1
Wall Street,Wall Street,1
Uber Technologies,Wall Street,0
General Electric,General Electric,1
Harvard University,Harvard University,1
Netflix Streaming,Boston Dynamics,0
Lockheed Martin,International Business Machines,0
Spotify,Spotify,1
Tesla Energy,Tesla Energy,1
Intel Corporation,Airbnb,0
Amazon.com,Amazon.com,1
Wall Street,PayPal,0
PayPal,PayPal,1
Adobe Systems,Adobe Systems,1
New York City,New York City,1
Moderna Inc,Moderna Inc,1
Snapchat,Apple Inc,0
Airbnb,Airbnb,1
Massachusetts Institute of Technology,General Electric,0
Johnson & Johnson,Johnson & Johnson,1
Samsung Electronics,Samsung Electronics,1
Siemens,Siemens,1
Morgan Stanley,Morgan Stanley,1
John Smith,Google LLC,0
Spotify,Spotify,1
New York City,Apple Inc,0
Siemens,Netflix Streaming,0
Samsung Electronics,Samsung Electronics,1
Microsoft Corporation,Jane Doe,0
PayPal,PayPal,1
PayPal,PayPal,1
Boston Consulting Group,Cisco Systems,0
Microsoft Corporation,Oracle Corporation,0
Snapchat,Space Exploration Technologies,0
International Business Machines,Berkshire Hathaway,0
Pfizer Pharmaceuticals,Pfizer Pharmaceuticals,1
Spotify,Spotify,1
John Smith,Samsung Electronics,0
Netflix Streaming,Netflix Streaming,1
Tesla Energy,Accenture,0
Harvard University,Microsoft Corporation,0
Raytheon Technologies,Amazon.com,0
Airbnb,Airbnb,1
Intel Corporation,Intel Corporation,1
Wall Street,Wall Street,1
Raytheon Technologies,New York City,0
Lockheed Martin,Elon Musk,0
Spotify,Spotify,1
Blue Origin,Blue Origin,1
Snapchat,Netflix Streaming,0
Adobe Systems,Facebook Meta,0
Samsung Electronics,Samsung Electronics,1
Tesla Energy,Massachusetts Institute of Technology,0
Johnson & Johnson,Massachusetts Institute of Technology,0
Oracle Corporation,Accenture,0
Boston Dynamics,Accenture,0
SpaceX,SpaceX,1
Accenture,Accenture,1
Accenture,Accenture,1
Samsung Electronics,Boeing,0
Elon Musk,Microsoft Corporation,0
Massachusetts Institute of Technology,Adobe Systems,0
Massachusetts Institute of Technology,Massachusetts Institute of Technology,1
